MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    1.000000e-03,   -6.754812e-05,    5.295464e-05,    5.567222e-04,   -6.084824e-04,   -5.580268e-04,    6.099770e-04,    7.679263e-05,   -6.173356e-05,   -6.182351e-01,    3.969765e-01,    1.136312e+00,    6.382352e-02,   -1.088788e+00,   -9.172759e-02,    6.593332e-01,   -4.316183e-01,   -9.401600e-05,    6.995000e-05,    6.053700e-04,   -6.057500e-04,   -6.046400e-04,    6.060500e-04,    1.050200e-04,   -8.021200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,
         1,    1.000000e-02,   -2.033817e-04,    4.135271e-05,    1.904233e-03,   -1.972867e-03,   -1.904118e-03,    1.980080e-03,    2.326291e-04,   -6.330681e-05,   -4.658067e-01,    1.566599e-01,   -4.333933e-02,    5.057762e-01,    6.998048e-02,   -4.828359e-01,    4.865572e-01,   -1.884544e-01,   -2.660700e-04,    6.243600e-05,    1.898400e-03,   -1.904800e-03,   -1.894700e-03,    1.915100e-03,    2.981100e-04,   -8.866900e-05,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,
         1,    1.000000e-01,   -1.091086e-04,   -2.476544e-04,    5.871285e-03,   -6.967681e-03,   -5.849253e-03,    7.109480e-03,    1.512218e-04,    1.676320e-04,   -1.583802e-01,   -1.757911e-01,   -3.519647e-01,   -5.929620e-02,    3.325098e-01,    5.026557e-02,    2.160188e-01,    1.370060e-01,   -1.810100e-04,   -3.274600e-04,    5.711500e-03,   -6.994600e-03,   -5.698300e-03,    7.132300e-03,    2.492900e-04,    2.298300e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,
         1,    1.000000e+00,    1.139212e-04,   -1.212168e-03,    2.032602e-02,   -2.515046e-02,   -2.036874e-02,    2.694939e-02,    3.338657e-04,    7.661975e-04,   -1.657191e-03,    1.068139e-02,    1.803894e-03,   -1.665057e-02,   -7.413049e-03,    2.273562e-02,    3.269107e-02,   -1.279092e-02,    1.111800e-04,   -1.194500e-03,    2.032900e-02,   -2.517800e-02,   -2.038100e-02,    2.698700e-02,    3.879400e-04,    7.450400e-04,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,
         2,    1.000000e-03,   -6.483975e-05,    5.070866e-05,    5.507683e-04,   -6.034436e-04,   -4.985374e-04,    5.620003e-04,    7.036858e-05,   -5.425560e-05,   -7.539264e-01,    4.789522e-01,    1.268399e+00,    4.912127e-02,   -7.183683e-01,   -4.044583e-01,    6.301812e-01,   -4.091395e-01,   -9.513100e-05,    6.995200e-05,    6.017300e-04,   -6.014700e-04,   -5.274000e-04,    5.457500e-04,    9.568800e-05,   -7.069400e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,
         2,    1.000000e-02,   -1.989248e-04,    3.801490e-05,    1.877394e-03,   -1.965724e-03,   -1.717244e-03,    1.930244e-03,    2.155578e-04,   -3.413463e-05,   -5.541948e-01,    1.454574e-01,    1.172762e-02,    6.285461e-01,    3.919969e-01,   -7.408214e-01,    4.413468e-01,   -1.834958e-01,   -2.701000e-04,    5.669600e-05,    1.878900e-03,   -1.885000e-03,   -1.666900e-03,    1.835100e-03,    2.722400e-04,   -5.770100e-05,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,
         2,    1.000000e-01,   -1.599994e-04,   -3.745684e-04,    5.694278e-03,   -7.279612e-03,   -5.577160e-03,    7.530723e-03,    1.672272e-04,    4.726764e-04,   -1.639392e-01,   -2.252867e-01,   -5.544482e-01,    1.067610e-01,    6.793354e-01,    3.216650e-02,    2.354807e-01,    6.060788e-02,   -2.348000e-04,   -4.773600e-04,    5.441300e-03,   -7.230900e-03,   -5.267200e-03,    7.545400e-03,    2.746700e-04,    5.003300e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,
         2,    1.000000e+00,   -2.018788e-04,   -2.828226e-03,    2.006174e-02,   -2.903535e-02,   -1.993707e-02,    3.087716e-02,    3.052007e-04,    3.751437e-03,    3.577980e-02,   -6.089514e-03,   -1.095532e-02,   -1.756278e-02,   -1.771675e-02,    1.434042e-02,    3.189017e-02,   -2.671150e-02,   -1.374000e-04,   -2.839200e-03,    2.004200e-02,   -2.906700e-02,   -1.996900e-02,    3.090300e-02,    3.626700e-04,    3.703300e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,
         3,    1.000000e-03,   -2.988071e-05,    1.872289e-05,    5.564365e-04,   -6.084850e-04,   -4.420748e-04,    5.121054e-04,    4.395564e-05,   -3.430986e-05,   -4.740855e-01,    2.910552e-01,    1.362472e+00,    5.841931e-02,   -1.811147e-01,   -8.281096e-01,    3.801129e-01,   -2.478879e-01,   -4.769400e-05,    2.965900e-05,    6.076300e-04,   -6.062900e-04,   -4.488800e-04,    4.809900e-04,    5.823800e-05,   -4.362400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,
         3,    1.000000e-02,   -9.068311e-05,   -2.700040e-05,    1.890418e-03,   -1.974825e-03,   -1.536577e-03,    1.841839e-03,    1.344166e-04,   -2.712221e-05,   -3.392195e-01,    4.003271e-02,    9.659488e-03,    6.858836e-01,    8.285180e-01,   -1.006368e+00,    2.523978e-01,   -1.241484e-01,   -1.321900e-04,   -2.210200e-05,    1.891600e-03,   -1.890900e-03,   -1.435200e-03,    1.718700e-03,    1.653000e-04,   -4.231300e-05,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,
         3,    1.000000e-01,   -4.034671e-05,   -5.815178e-04,    5.634962e-03,   -7.459335e-03,   -5.257378e-03,    7.601618e-03,    7.337144e-05,    2.408009e-04,   -4.630529e-02,   -1.833730e-01,   -6.165038e-01,    1.007495e-01,    1.004027e+00,    5.679504e-02,    1.666231e-01,   -9.386337e-03,   -6.136700e-05,   -6.647600e-04,    5.355100e-03,   -7.413600e-03,   -4.801600e-03,    7.627400e-03,    1.490100e-04,    2.365400e-04,    4.539500e-04,    4.539500e-04,    4.539500e-04,    4.539500e-04,    4.539500e-04,    4.539500e-04,    4.539500e-04,    4.539500e-04,
         3,    1.000000e+00,   -9.220438e-05,   -5.093780e-03,    2.056641e-02,   -3.118656e-02,   -1.936153e-02,    3.199689e-02,   -4.061349e-04,    1.045534e-03,    1.938719e-02,   -4.394187e-02,    3.612484e-02,   -2.161317e-02,   -8.843710e-02,   -4.323301e-02,    6.134085e-02,   -1.947208e-02,   -5.592900e-05,   -5.176000e-03,    2.063400e-02,   -3.122700e-02,   -1.952700e-02,    3.191600e-02,   -2.913600e-04,    1.009100e-03,    1.871100e-03,    1.871100e-03,    1.871100e-03,    1.871100e-03,    1.871100e-03,    1.871100e-03,    1.871100e-03,    1.871100e-03,
         4,    1.000000e-03,    4.765466e-05,   -3.951940e-05,    5.647708e-04,   -6.111056e-04,   -4.502138e-04,    5.156676e-04,   -3.289552e-05,    2.647334e-05,    5.653927e-01,   -3.691958e-01,    1.396792e+00,    1.692417e-02,   -2.557725e-01,   -7.497284e-01,   -2.349907e-01,    1.475634e-01,    6.922100e-05,   -5.360200e-05,    6.180500e-04,   -6.104600e-04,   -4.599700e-04,    4.870700e-04,   -4.185900e-05,    3.210200e-05,    3.814400e-05,    3.814400e-05,    3.814400e-05,    3.814400e-05,    3.814400e-05,    3.814400e-05,    3.814400e-05,    3.814400e-05,
         4,    1.000000e-02,    1.439184e-04,   -4.528306e-05,    1.914064e-03,   -1.944209e-03,   -1.564312e-03,    1.815892e-03,   -9.574805e-05,    2.548081e-05,    4.264642e-01,   -1.012063e-01,    5.655569e-02,    6.572786e-01,    7.584165e-01,   -9.490545e-01,   -1.530655e-01,    7.796140e-02,    1.962200e-04,   -5.769500e-05,    1.921000e-03,   -1.863600e-03,   -1.471300e-03,    1.699500e-03,   -1.145200e-04,    3.504200e-05,    1.226400e-04,    1.226400e-04,    1.226400e-04,    1.226400e-04,    1.226400e-04,    1.226400e-04,    1.226400e-04,    1.226400e-04,
         4,    1.000000e-01,    7.429050e-05,    1.587883e-05,    5.682868e-03,   -7.045561e-03,   -5.382415e-03,    7.151972e-03,    7.165508e-06,    3.499406e-05,    9.269044e-02,    1.996251e-01,   -6.152180e-01,    1.175098e-01,    9.612965e-01,    1.065179e-01,   -8.554127e-02,   -1.341368e-02,    1.150400e-04,    1.036400e-04,    5.412400e-03,   -6.993900e-03,   -4.959800e-03,    7.198800e-03,   -3.044100e-05,    2.909700e-05,    4.396300e-04,    4.396300e-04,    4.396300e-04,    4.396300e-04,    4.396300e-04,    4.396300e-04,    4.396300e-04,    4.396300e-04,
         4,    1.000000e+00,   -7.895695e-05,   -7.920657e-04,    2.024663e-02,   -2.696895e-02,   -2.045773e-02,    2.634317e-02,    2.388713e-04,    1.434239e-03,   -2.757508e-02,    3.734552e-02,    5.323627e-02,   -3.279365e-02,   -4.364332e-02,   -5.132956e-02,   -5.129934e-02,    2.359719e-03,   -1.252500e-04,   -7.293700e-04,    2.033600e-02,   -2.702400e-02,   -2.053100e-02,    2.625700e-02,    1.527500e-04,    1.438200e-03,    1.678800e-03,    1.678800e-03,    1.678800e-03,    1.678800e-03,    1.678800e-03,    1.678800e-03,    1.678800e-03,    1.678800e-03,
         5,    1.000000e-03,    7.085114e-05,   -5.943437e-05,    5.433558e-04,   -5.953376e-04,   -5.061500e-04,    5.663897e-04,   -5.247375e-05,    4.066496e-05,    6.950536e-01,   -4.570680e-01,    1.120319e+00,    1.408090e-01,   -7.635440e-01,   -3.624066e-01,   -4.520132e-01,    2.891836e-01,    9.867900e-05,   -7.773400e-05,    5.882100e-04,   -5.897000e-04,   -5.367200e-04,    5.518800e-04,   -7.057100e-05,    5.224300e-05,    4.003700e-05,    4.003700e-05,    4.003700e-05,    4.003700e-05,    4.003700e-05,    4.003700e-05,    4.003700e-05,    4.003700e-05,
         5,    1.000000e-02,    2.144992e-04,   -7.555770e-05,    1.851332e-03,   -1.943735e-03,   -1.740897e-03,    1.918366e-03,   -1.538290e-04,    2.579859e-05,    5.267467e-01,   -1.701221e-01,   -9.421617e-02,    6.533184e-01,    3.429398e-01,   -7.122859e-01,   -3.242581e-01,    1.163215e-01,    2.817700e-04,   -9.728400e-05,    1.839300e-03,   -1.860300e-03,   -1.697100e-03,    1.827400e-03,   -1.952400e-04,    4.065400e-05,    1.277100e-04,    1.277100e-04,    1.277100e-04,    1.277100e-04,    1.277100e-04,    1.277100e-04,    1.277100e-04,    1.277100e-04,
         5,    1.000000e-01,    1.392377e-04,   -3.022619e-05,    5.687634e-03,   -7.184243e-03,   -5.654736e-03,    7.277891e-03,   -3.520399e-05,   -1.383418e-04,    1.634955e-01,    1.974690e-01,   -5.928911e-01,    6.665353e-02,    6.614524e-01,    4.727556e-02,   -1.063497e-01,   -1.044488e-01,    2.129300e-04,    5.877900e-05,    5.420400e-03,   -7.154200e-03,   -5.356600e-03,    7.299200e-03,   -8.313900e-05,   -1.854200e-04,    4.507300e-04,    4.507300e-04,    4.507300e-04,    4.507300e-04,    4.507300e-04,    4.507300e-04,    4.507300e-04,    4.507300e-04,
         5,    1.000000e+00,    1.026493e-04,   -1.385069e-03,    2.026319e-02,   -2.758858e-02,   -2.024455e-02,    2.793419e-02,   -1.840812e-05,   -3.791083e-04,   -3.409225e-02,   -8.681037e-03,    2.198104e-02,   -4.313021e-03,    5.553932e-03,    3.187016e-02,   -2.229134e-02,    9.615845e-03,    4.401400e-05,   -1.400000e-03,    2.030100e-02,   -2.759600e-02,   -2.023500e-02,    2.798900e-02,   -5.674700e-05,   -3.625700e-04,    1.719900e-03,    1.719900e-03,    1.719900e-03,    1.719900e-03,    1.719900e-03,    1.719900e-03,    1.719900e-03,    1.719900e-03,
         6,    1.000000e-03,    7.574533e-05,   -6.012100e-05,    5.542061e-04,   -6.080178e-04,   -5.690029e-04,    6.202637e-04,   -7.132032e-05,    5.575907e-05,    5.737648e-01,   -3.868002e-01,    1.015361e+00,    1.234062e-01,   -1.140283e+00,   -2.654188e-02,   -5.864819e-01,    3.883303e-01,    1.004700e-04,   -7.678900e-05,    5.979600e-04,   -6.027000e-04,   -6.181400e-04,    6.191200e-04,   -9.659300e-05,    7.249300e-05,    4.309200e-05,    4.309200e-05,    4.309200e-05,    4.309200e-05,    4.309200e-05,    4.309200e-05,    4.309200e-05,    4.309200e-05,
         6,    1.000000e-02,    2.276258e-04,   -4.731383e-05,    1.891082e-03,   -1.994990e-03,   -1.938061e-03,    2.004009e-03,   -2.092172e-04,    4.182333e-05,    4.467239e-01,   -1.888321e-01,   -1.131758e-01,    5.024681e-01,   -9.854633e-03,   -4.246135e-01,   -4.503186e-01,    1.743114e-01,    2.883400e-04,   -7.297800e-05,    1.875700e-03,   -1.926700e-03,   -1.939400e-03,    1.946300e-03,   -2.704200e-04,    6.551400e-05,    1.359100e-04,    1.359100e-04,    1.359100e-04,    1.359100e-04,    1.359100e-04,    1.359100e-04,    1.359100e-04,    1.359100e-04,
         6,    1.000000e-01,    9.453473e-05,    2.294529e-04,    5.863307e-03,   -7.290336e-03,   -5.934210e-03,    7.158996e-03,   -8.654021e-05,   -1.584924e-04,    1.765353e-01,    1.485443e-01,   -3.497363e-01,   -7.271876e-02,    2.806197e-01,    5.487428e-02,   -1.521575e-01,   -1.683751e-01,    1.762600e-04,    2.982200e-04,    5.701400e-03,   -7.324000e-03,   -5.804300e-03,    7.184400e-03,   -1.569800e-04,   -2.364400e-04,    4.629400e-04,    4.629400e-04,    4.629400e-04,    4.629400e-04,    4.629400e-04,    4.629400e-04,    4.629400e-04,    4.629400e-04,
         6,    1.000000e+00,   -2.194295e-04,    5.767109e-04,    2.044386e-02,   -2.796629e-02,   -2.028740e-02,    2.719061e-02,   -2.941147e-04,   -6.436452e-04,    1.708991e-02,   -1.436284e-02,    2.747671e-02,   -1.673583e-02,   -7.342701e-03,    2.556905e-03,    1.426575e-04,    1.384472e-03,   -1.901100e-04,    5.520700e-04,    2.049100e-02,   -2.799500e-02,   -2.030000e-02,    2.719500e-02,   -2.938700e-04,   -6.412700e-04,    1.715600e-03,    1.715600e-03,    1.715600e-03,    1.715600e-03,    1.715600e-03,    1.715600e-03,    1.715600e-03,    1.715600e-03,
         7,    1.000000e-03,   -6.364375e-05,    5.165401e-05,    4.870891e-04,   -5.481826e-04,   -5.558776e-04,    6.072577e-04,    6.481930e-05,   -5.257504e-05,   -4.980558e-01,    3.249941e-01,    6.581661e-01,    4.603875e-01,   -1.258461e+00,   -6.361632e-02,    8.159893e-01,   -5.312955e-01,   -8.343300e-05,    6.456700e-05,    5.132400e-04,   -5.298900e-04,   -6.058800e-04,    6.047300e-04,    9.724100e-05,   -7.368500e-05,    3.973300e-05,    3.973300e-05,    3.973300e-05,    3.973300e-05,    3.973300e-05,    3.973300e-05,    3.973300e-05,    3.973300e-05,
         7,    1.000000e-02,   -1.936216e-04,    5.726633e-05,    1.683175e-03,   -1.874441e-03,   -1.890398e-03,    1.967904e-03,    2.000854e-04,   -5.643119e-05,   -3.483866e-01,    1.819504e-01,   -4.604446e-01,    8.103908e-01,    7.707800e-04,   -5.971250e-01,    6.004463e-01,   -1.522307e-01,   -2.377900e-04,    8.033400e-05,    1.624800e-03,   -1.771700e-03,   -1.890300e-03,    1.892200e-03,    2.762100e-04,   -7.573100e-05,    1.267800e-04,    1.267800e-04,    1.267800e-04,    1.267800e-04,    1.267800e-04,    1.267800e-04,    1.267800e-04,    1.267800e-04,
         7,    1.000000e-01,   -1.437975e-04,   -1.295143e-04,    5.526323e-03,   -7.114814e-03,   -5.698813e-03,    7.279421e-03,    1.586589e-04,    1.853879e-04,   -2.292077e-01,   -1.249143e-02,   -7.604059e-01,   -4.737978e-02,    5.202015e-01,   -1.035884e-01,    1.847014e-01,    2.414618e-01,   -2.462900e-04,   -1.351000e-04,    5.186300e-03,   -7.136000e-03,   -5.466200e-03,    7.233100e-03,    2.412500e-04,    2.933600e-04,    4.471600e-04,    4.471600e-04,    4.471600e-04,    4.471600e-04,    4.471600e-04,    4.471600e-04,    4.471600e-04,    4.471600e-04,
         7,    1.000000e+00,   -3.270249e-04,   -3.013588e-04,    2.003261e-02,   -2.652158e-02,   -2.001160e-02,    2.940145e-02,    4.009038e-04,    1.248858e-03,   -5.513085e-02,    3.417375e-02,    2.174077e-02,   -4.313154e-03,   -1.767563e-02,   -5.496154e-03,   -5.192082e-02,    4.932698e-02,   -4.218500e-04,   -2.425800e-04,    2.007000e-02,   -2.652900e-02,   -2.004200e-02,    2.939200e-02,    3.116000e-04,    1.333700e-03,    1.720000e-03,    1.720000e-03,    1.720000e-03,    1.720000e-03,    1.720000e-03,    1.720000e-03,    1.720000e-03,    1.720000e-03,
         8,    1.000000e-03,   -5.292795e-05,    4.253256e-05,    4.749355e-04,   -5.342281e-04,   -4.782996e-04,    5.389350e-04,    4.205798e-05,   -3.373955e-05,   -6.097019e-01,    3.761955e-01,    6.661248e-01,    5.832528e-01,   -6.501403e-01,   -5.906840e-01,    5.258944e-01,   -3.233503e-01,   -7.482600e-05,    5.604400e-05,    4.988600e-04,   -5.132800e-04,   -5.016500e-04,    5.177200e-04,    6.094600e-05,   -4.535300e-05,    3.591600e-05,    3.591600e-05,    3.591600e-05,    3.591600e-05,    3.591600e-05,    3.591600e-05,    3.591600e-05,    3.591600e-05,
         8,    1.000000e-02,   -1.629504e-04,    4.262743e-05,    1.637051e-03,   -1.821804e-03,   -1.646634e-03,    1.844478e-03,    1.300973e-04,   -3.212095e-05,   -4.094429e-01,    1.145777e-01,   -5.405876e-01,    1.052845e+00,    5.473110e-01,   -1.018274e+00,    3.436044e-01,   -6.401071e-02,   -2.106300e-04,    5.597000e-05,    1.574100e-03,   -1.699200e-03,   -1.582900e-03,    1.725900e-03,    1.701100e-04,   -3.957500e-05,    1.164500e-04,    1.164500e-04,    1.164500e-04,    1.164500e-04,    1.164500e-04,    1.164500e-04,    1.164500e-04,    1.164500e-04,
         8,    1.000000e-01,   -1.168715e-04,   -1.976972e-04,    5.312105e-03,   -7.078875e-03,   -5.356007e-03,    7.254822e-03,    7.016306e-05,    1.391750e-04,   -1.484955e-01,   -1.045188e-01,   -1.084511e+00,    1.074180e-01,    1.048844e+00,   -7.255252e-02,    8.463111e-02,    9.106602e-02,   -1.809800e-04,   -2.428200e-04,    4.843900e-03,   -7.032500e-03,   -4.903200e-03,    7.223500e-03,    1.067000e-04,    1.784900e-04,    4.317200e-04,    4.317200e-04,    4.317200e-04,    4.317200e-04,    4.317200e-04,    4.317200e-04,    4.317200e-04,    4.317200e-04,
         8,    1.000000e+00,    6.013947e-05,   -8.707684e-04,    2.002017e-02,   -2.691131e-02,   -2.041593e-02,    2.835411e-02,    1.336576e-04,    6.097073e-04,   -2.697821e-02,    3.706610e-02,    9.246749e-02,   -2.077500e-02,   -8.794957e-02,    2.147372e-02,    3.812215e-02,   -4.200807e-02,    1.379900e-05,   -8.071000e-04,    2.017900e-02,   -2.694700e-02,   -2.056700e-02,    2.839100e-02,    1.991400e-04,    5.375500e-04,    1.717700e-03,    1.717700e-03,    1.717700e-03,    1.717700e-03,    1.717700e-03,    1.717700e-03,    1.717700e-03,    1.717700e-03,
         9,    1.000000e-03,   -3.223434e-05,    2.728779e-05,    4.612066e-04,   -5.215215e-04,   -4.094449e-04,    4.770250e-04,    2.631017e-05,   -2.184003e-05,   -4.626904e-01,    2.840053e-01,    5.165539e-01,    8.310014e-01,    2.629253e-01,   -1.330938e+00,    2.982292e-01,   -1.813982e-01,   -4.699000e-05,    3.634500e-05,    4.776800e-04,   -4.950200e-04,   -4.010600e-04,    4.345800e-04,    3.582100e-05,   -2.762500e-05,    3.189100e-05,    3.189100e-05,    3.189100e-05,    3.189100e-05,    3.189100e-05,    3.189100e-05,    3.189100e-05,    3.189100e-05,
         9,    1.000000e-02,   -9.946315e-05,    4.161803e-05,    1.590318e-03,   -1.792052e-03,   -1.427592e-03,    1.724510e-03,    8.057857e-05,   -2.892833e-05,   -2.993705e-01,    7.782120e-02,   -7.735114e-01,    1.271583e+00,    1.296322e+00,   -1.436164e+00,    1.750978e-01,   -4.931262e-02,   -1.314000e-04,    4.992000e-05,    1.507800e-03,   -1.656400e-03,   -1.289300e-03,    1.571300e-03,    9.925800e-05,   -3.418900e-05,    1.066800e-04,    1.066800e-04,    1.066800e-04,    1.066800e-04,    1.066800e-04,    1.066800e-04,    1.066800e-04,    1.066800e-04,
         9,    1.000000e-01,   -6.146625e-05,    2.099330e-05,    5.185298e-03,   -7.144725e-03,   -5.005438e-03,    7.187333e-03,    1.132608e-05,   -1.837553e-05,   -1.104224e-01,   -9.430772e-02,   -1.270056e+00,    4.537630e-02,    1.498390e+00,    7.899064e-02,    6.851378e-02,    1.267120e-02,   -1.082500e-04,   -1.896300e-05,    4.647200e-03,   -7.125500e-03,   -4.370600e-03,    7.220800e-03,    4.035400e-05,   -1.300700e-05,    4.236800e-04,    4.236800e-04,    4.236800e-04,    4.236800e-04,    4.236800e-04,    4.236800e-04,    4.236800e-04,    4.236800e-04,
